,gross_leverage,net_leverage,gross_exposure,net_exposure,equity
2019-06-04,0.13113032412581543,-0.13113032412581543,186693.12074549182,-186693.12074549182,1423721.9498242498
2019-06-05,0.13243893475809876,-0.13243893475809876,188338.32882141613,-188338.32882141613,1422076.7417483255
2019-06-06,0.13333328220862192,-0.13333328220862192,189460.53243830136,-189460.53243830136,1420954.5381314405
2019-06-07,0.13422070680614506,-0.13422070680614506,190572.300193495,-190572.300193495,1419842.770376247
2019-06-10,0.1348502801443102,-0.1348502801443102,191359.97691901133,-191359.97691901133,1419055.0936507303
2019-06-11,0.13713132207783021,-0.13713132207783021,194206.5471539054,-194206.5471539054,1416208.5234158363
2019-06-12,0.13706413662967923,-0.13706413662967923,194122.86796532158,-194122.86796532158,1416292.2026044203
2019-06-13,0.13532774587157986,-0.13532774587157986,191956.7650929897,-191956.7650929897,1418458.305476752
2019-06-14,0.13694020344206825,-0.13694020344206825,193968.4837622422,-193968.4837622422,1416446.5868074996
2019-06-17,0.13663756984539988,-0.13663756984539988,193591.35006859477,-193591.35006859477,1416823.720501147
2019-06-18,0.136862550803535,-0.136862550803535,193871.73432254142,-193871.73432254142,1416543.3362472004
2019-06-19,0.13821703408911587,-0.13821703408911587,195557.42713400358,-195557.42713400358,1414857.6434357383
2019-06-20,0.13683824118632856,-0.13683824118632856,193841.44362241108,-193841.44362241108,1416573.6269473308
2019-06-21,0.1357988771955366,-0.1357988771955366,192545.1440330066,-192545.1440330066,1417869.9265367351
2019-06-24,0.13444795444450336,-0.13444795444450336,190856.71686959194,-190856.71686959194,1419558.3537001498
2019-06-25,0.0,0.0,0.0,0.0,1783552.1368844179
2019-06-26,0.0,0.0,0.0,0.0,1783552.1368844179
2019-06-27,0.0,0.0,0.0,0.0,1783552.1368844179
2019-06-28,0.0,0.0,0.0,0.0,1783552.1368844179
2019-07-01,0.0,0.0,0.0,0.0,1783552.1368844179
2019-07-02,0.12235642801117894,0.12235642801117894,218229.06864088264,218229.06864088264,1783552.1368844179
2019-07-03,0.12247740838110258,0.12247740838110258,218474.95951521365,218474.95951521365,1783798.027758749
2019-07-04,0.12225932742813321,0.12225932742813321,218031.76212678835,218031.76212678835,1783354.8303703235
2019-07-05,0.12264147556940377,0.12264147556940377,218808.5320727967,218808.5320727967,1784131.600316332
2019-07-08,0.12318176022112942,0.12318176022112942,219907.89209586455,219907.89209586455,1785230.9603393998
2019-07-09,0.12335786181624467,0.12335786181624467,220266.5127987391,220266.5127987391,1785589.5810422744
2019-07-10,0.12393875380794082,0.12393875380794082,221450.4878833488,221450.4878833488,1786773.556126884
2019-07-11,0.0,0.0,0.0,0.0,1787255.7946498662
2019-07-12,0.0,0.0,0.0,0.0,1787255.7946498662
2019-07-15,0.0,0.0,0.0,0.0,1787255.7946498662
2019-07-16,0.0,0.0,0.0,0.0,1787255.7946498662
2019-07-17,0.0,0.0,0.0,0.0,1787255.7946498662
2019-07-18,0.1371427585833397,-0.1371427585833397,245109.18997234156,-245109.18997234156,1787255.7946498662
2019-07-19,0.13515608329016343,-0.13515608329016343,241981.25278195483,-241981.25278195483,1790383.7318402529
2019-07-22,0.1367046443979495,-0.1367046443979495,244420.337225574,-244420.337225574,1787944.6473966336
2019-07-23,0.13521489117169425,-0.13521489117169425,242074.0005737743,-242074.0005737743,1790290.9840484334
2019-07-24,0.0,0.0,0.0,0.0,2281942.6734566074
2019-07-25,0.11146994699524282,-0.11146994699524282,254368.0288563907,-254368.0288563907,2281942.6734566074
2019-07-26,0.15701531427253343,0.15701531427253343,440234.4115343468,440234.4115343468,2803767.3495352594
2019-07-29,0.15238487782907958,0.15238487782907958,424917.71156679234,424917.71156679234,2788450.649567705
2019-07-30,0.14728299061707603,0.14728299061707603,408234.1453264197,408234.1453264197,2771767.0833273325
2019-07-31,0.13974466698413643,0.13974466698413643,383945.45276348124,383945.45276348124,2747478.390764394
2019-08-01,0.1373627648186033,0.1373627648186033,376359.1529124888,376359.1529124888,2739892.0909134015
2019-08-02,0.13923803439044222,0.13923803439044222,382328.3249641065,382328.3249641065,2745861.2629650193
2019-08-05,0.13802931652467978,0.13802931652467978,378477.87896973774,378477.87896973774,2742010.8169706506
2019-08-06,0.13826086064631646,0.13826086064631646,379214.6407775046,379214.6407775046,2742747.5787784173
2019-08-07,0.1411731753824762,0.1411731753824762,388515.4031224631,388515.4031224631,2752048.341123376
2019-08-08,0.14487358016773436,0.14487358016773436,400424.39413779415,400424.39413779415,2763957.332138707
2019-08-09,0.14428877836031312,0.14428877836031312,398535.47740678216,398535.47740678216,2762068.415407695
2019-08-12,0.14813846095333313,0.14813846095333313,411017.6546294151,411017.6546294151,2774550.5926303277
2019-08-13,0.14805054667900142,0.14805054667900142,410731.3435096686,410731.3435096686,2774264.2815105813
2019-08-14,0.14505695348392925,0.14505695348392925,401017.22429634194,401017.22429634194,2764550.162297255
2019-08-15,0.14285604742183203,0.14285604742183203,393918.6322886979,393918.6322886979,2757451.570289611
2019-08-16,0.13802614353864703,0.13802614353864703,378467.78543620574,378467.78543620574,2742000.7234371183
2019-08-19,0.13505484156932485,0.13505484156932485,369048.33026032645,369048.33026032645,2732581.2682612394
2019-08-20,0.13366493149173805,0.13366493149173805,364664.29643710714,364664.29643710714,2728197.23443802
2019-08-21,0.13565630508449014,0.13565630508449014,370949.82840828696,370949.82840828696,2734482.7664091997
2019-08-22,0.1404174949485173,0.1404174949485173,386096.0087391729,386096.0087391729,2749628.9467400857
2019-08-23,0.13594556074086794,0.13594556074086794,371865.2390253885,371865.2390253885,2735398.177026301
2019-08-26,0.1367487396362207,0.1367487396362207,374410.2849315457,374410.2849315457,2737943.2229324584
2019-08-27,0.1333596829928756,0.1333596829928756,363703.3694018997,363703.3694018997,2727236.3074028124
2019-08-28,0.13438787087276657,0.13438787087276657,366942.8241444036,366942.8241444036,2730475.762145316
2019-08-29,0.13365933649698908,0.13365933649698908,364646.67721427267,364646.67721427267,2728179.6152151856
2019-08-30,0.12811194852857352,0.12811194852857352,347288.63365858886,347288.63365858886,2710821.5716595016
2019-09-02,0.13038611602638875,0.13038611602638875,354377.8285579099,354377.8285579099,2717910.7665588227
2019-09-03,0.12834473207042804,0.12834473207042804,348012.5834470017,348012.5834470017,2711545.5214479147
2019-09-04,0.1265269824365355,0.1265269824365355,342369.69490919204,342369.69490919204,2705902.632910105
2019-09-05,0.12327611083984524,0.12327611083984524,332336.2714773709,332336.2714773709,2695869.2094782838
2019-09-06,0.12119922470318761,0.12119922470318761,325965.0738808319,325965.0738808319,2689498.0118817445
2019-09-09,0.12202145309862665,0.12202145309862665,328483.7933218144,328483.7933218144,2692016.731322727
2019-09-10,0.12119561965246818,0.12119561965246818,325954.0409627452,325954.0409627452,2689486.978963658
2019-09-11,0.12175231881289501,0.12175231881289501,327658.83925056324,327658.83925056324,2691191.777251476
2019-09-12,0.12240050935953763,0.12240050935953763,329646.53989057126,329646.53989057126,2693179.4778914843
2019-09-13,0.12566156162656755,0.12566156162656755,339691.3905530162,339691.3905530162,2703224.328553929
2019-09-16,0.12439589097460624,0.12439589097460624,335783.92636566015,335783.92636566015,2699316.864366573
2019-09-17,0.12011238373822282,0.12011238373822282,322642.9943783119,322642.9943783119,2686175.932379225
2019-09-18,0.12263767258323012,0.12263767258323012,330374.54371179733,330374.54371179733,2693907.48171271
2019-09-19,0.1214283594020707,0.1214283594020707,326666.5048041881,326666.5048041881,2690199.4428051007
2019-09-20,0.12410609264444462,0.12410609264444462,334890.83016610757,334890.83016610757,2698423.7681670203
2019-09-23,0.124823618091898,0.124823618091898,337103.17017173197,337103.17017173197,2700636.108172645
2019-09-24,0.1241393586908858,0.1241393586908858,334993.31894817646,334993.31894817646,2698526.2569490895
2019-09-25,0.0,0.0,0.0,0.0,2700447.706378737
2019-09-26,0.12260651615969514,-0.12260651615969514,331092.4853505363,-331092.4853505363,2700447.706378737
2019-09-27,0.1295505668007692,-0.1295505668007692,347693.8188169766,-347693.8188169766,2683846.3729122966
2019-09-30,0.12936553281984506,-0.12936553281984506,347254.10044047463,-347254.10044047463,2684286.0912887985
2019-10-01,0.12951242281611763,-0.12951242281611763,347603.1844930085,-347603.1844930085,2683937.0072362646
2019-10-02,0.13306279480283206,-0.13306279480283206,356013.1109404266,-356013.1109404266,2675527.0807888466
2019-10-03,0.1294779743954233,-0.1294779743954233,347521.32597673964,-347521.32597673964,2684018.8657525335
2019-10-04,0.13025959207911436,-0.13025959207911436,349377.4275515766,-349377.4275515766,2682162.764177697
2019-10-07,0.12972394943561133,-0.12972394943561133,348105.717985689,-348105.717985689,2683434.473743584
2019-10-08,0.1304365655840087,-0.1304365655840087,349797.32881762274,-349797.32881762274,2681742.8629116504
2019-10-09,0.1269743899700475,-0.1269743899700475,341558.75230202515,-341558.75230202515,2689981.439427248
2019-10-10,0.0,0.0,0.0,0.0,3366456.7986182324
2019-10-11,0.0,0.0,0.0,0.0,3366456.7986182324
2019-10-14,0.10062110486498203,0.10062110486498203,338736.60255719686,338736.60255719686,3366456.7986182324
2019-10-15,0.09931944607779435,0.09931944607779435,333871.41694335535,333871.41694335535,3361591.613004391
2019-10-16,0.09839921076210968,0.09839921076210968,330440.3470550837,330440.3470550837,3358160.543116119
2019-10-17,0.10250386803942826,0.10250386803942826,345798.73983343976,345798.73983343976,3373518.9358944753
2019-10-18,0.10479389676652666,0.10479389676652666,354428.5461391659,354428.5461391659,3382148.7422002014
2019-10-21,0.10228306181797196,0.10228306181797196,344968.97497375624,344968.97497375624,3372689.171034792
2019-10-22,0.10280695834579773,0.10280695834579773,346938.38407983095,346938.38407983095,3374658.5801408663
2019-10-23,0.10159789190285026,0.10159789190285026,342396.7802602506,342396.7802602506,3370116.976321286
2019-10-24,0.10067888559497375,0.10067888559497375,338952.8949673205,338952.8949673205,3366673.091028356
2019-10-25,0.10082685098873001,0.10082685098873001,339506.9051822723,339506.9051822723,3367227.101243308
2019-10-28,0.10196388151220291,0.10196388151220291,343770.2526298403,343770.2526298403,3371490.448690876
2019-10-29,0.10091734980528538,0.10091734980528538,339845.8396146848,339845.8396146848,3367566.0356757203
2019-10-30,0.10307856433535165,0.10307856433535165,347960.2990955944,347960.2990955944,3375680.49515663
2019-10-31,0.10019811184544429,0.10019811184544429,337154.04561312177,337154.04561312177,3364874.2416741573
2019-11-01,0.09994221537817313,0.09994221537817313,336197.374334935,336197.374334935,3363917.5703959707
2019-11-04,0.0,0.0,0.0,0.0,3385400.7405765057
2019-11-05,0.0,0.0,0.0,0.0,3385400.7405765057
2019-11-06,0.14757318087408058,-0.14757318087408058,499594.355820343,-499594.355820343,3385400.7405765057
2019-11-07,0.1474526592728119,-0.1474526592728119,499238.77346590493,-499238.77346590493,3385756.3229309437
2019-11-08,0.1494163119316398,-0.1494163119316398,505022.9696154216,-505022.9696154216,3379972.126781427
2019-11-11,0.14865945996149613,-0.14865945996149613,502795.9052396397,-502795.9052396397,3382199.1911572088
2019-11-12,0.14742553303195766,-0.14742553303195766,499158.73093691666,-499158.73093691666,3385836.365459932
2019-11-13,0.14367636696202557,-0.14367636696202557,488059.3822169251,-488059.3822169251,3396935.7141799233
2019-11-14,0.14495746980488808,-0.14495746980488808,491860.2430482001,-491860.2430482001,3393134.8533486486
2019-11-15,0.14098868195881809,-0.14098868195881809,480057.6436193192,-480057.6436193192,3404937.452777529
2019-11-18,0.14320215929542235,-0.14320215929542235,486650.3112616925,-486650.3112616925,3398344.785135156
2019-11-19,0.14721490453965452,-0.14721490453965452,498537.0918647429,-498537.0918647429,3386458.0045321058
2019-11-20,0.14825996952637016,-0.14825996952637016,501619.2063540072,-501619.2063540072,3383375.8900428414
2019-11-21,0.14654228863313667,-0.14654228863313667,496550.43551269633,-496550.43551269633,3388444.660884152
2019-11-22,0.14795269068387232,-0.14795269068387232,500713.5594265122,-500713.5594265122,3384281.5369703365
2019-11-25,0.1461450853738174,-0.1461450853738174,495376.15026687406,-495376.15026687406,3389618.9461299744
2019-11-26,0.1496057305492465,-0.1496057305492465,505579.8819818016,-505579.8819818016,3379415.214415047
2019-11-27,0.0,0.0,0.0,0.0,4402676.745192863
2019-11-28,0.0,0.0,0.0,0.0,4402676.745192863
2019-11-29,0.19997927338951135,0.19997927338951135,880444.0964725675,880444.0964725675,4402676.745192863
2019-12-02,0.19359770416259114,0.19359770416259114,845602.942648689,845602.942648689,4367835.591368984
2019-12-03,0.19849872713228153,0.19849872713228153,872311.3999971575,872311.3999971575,4394544.048717453
2019-12-04,0.20159999048240862,0.20159999048240862,889381.3376679262,889381.3376679262,4411613.986388221
2019-12-05,0.19824312154905133,0.19824312154905133,870910.3892608687,870910.3892608687,4393143.037981165
2019-12-06,0.19187481253691638,0.19187481253691638,836290.8862007051,836290.8862007051,4358523.534921001
2019-12-09,0.18020088663325493,0.18020088663325493,774225.582681317,774225.582681317,4296458.231401613
2019-12-10,0.1777634419138557,0.1777634419138557,761489.1270649126,761489.1270649126,4283721.775785208
2019-12-11,0.1863256805853769,0.1863256805853769,806566.4354811999,806566.4354811999,4328799.084201495
2019-12-12,0.1875221063969902,0.1875221063969902,812940.8697869256,812940.8697869256,4335173.518507222
2019-12-13,0.1849473874646496,0.1849473874646496,799246.2282859781,799246.2282859781,4321478.877006274
2019-12-16,0.18625137430294553,0.18625137430294553,806171.157434415,806171.157434415,4328403.80615471
2019-12-17,0.1799659455730515,0.1799659455730515,772994.6405679305,772994.6405679305,4295227.2892882265
2019-12-18,0.1784313874844742,0.1784313874844742,764971.8465144018,764971.8465144018,4287204.495234697
2019-12-19,0.1783561881010211,0.1783561881010211,764579.468296359,764579.468296359,4286812.117016654
2019-12-20,0.1776023622342577,0.1776023622342577,760650.0919078989,760650.0919078989,4282882.740628194
2019-12-23,0.1800650640849567,0.1800650640849567,773513.8726661867,773513.8726661867,4295746.521386482
2019-12-24,0.1808957291600604,0.1808957291600604,777870.2491787337,777870.2491787337,4300102.89789903
2019-12-25,0.1829357915527235,0.1829357915527235,788606.8328105836,788606.8328105836,4310839.48153088
2019-12-26,0.1799344344019385,0.1799344344019385,772829.5956644983,772829.5956644983,4295062.244384794
2019-12-27,0.18282163559020592,0.18282163559020592,788004.6288711433,788004.6288711433,4310237.277591439
2019-12-30,0.0,0.0,0.0,0.0,4340531.315055918
2019-12-31,0.0,0.0,0.0,0.0,4340531.315055918
2020-01-01,0.0,0.0,0.0,0.0,4340531.315055918
2020-01-02,0.0,0.0,0.0,0.0,4340531.315055918
2020-01-03,0.0,0.0,0.0,0.0,4340531.315055918
2020-01-06,0.11174772800102811,-0.11174772800102811,485044.5127748136,-485044.5127748136,4340531.315055918
2020-01-07,0.11001548984633183,-0.11001548984633183,478270.8830152552,-478270.8830152552,4347304.944815476
2020-01-08,0.11417566196775983,-0.11417566196775983,494503.09616809536,-494503.09616809536,4331072.731662637
2020-01-09,0.11421219668029406,-0.11421219668029406,494645.110855861,-494645.110855861,4330930.716974871
2020-01-10,0.11465289497388778,-0.11465289497388778,496357.42307902,-496357.42307902,4329218.4047517115
2020-01-13,0.11937297607587452,-0.11937297607587452,514612.5198299502,-514612.5198299502,4310963.308000782
2020-01-14,0.11777552320079093,-0.11777552320079093,508451.56837967533,-508451.56837967533,4317124.259451057
2020-01-15,0.11433970437581926,-0.11433970437581926,495140.6751734853,-495140.6751734853,4330435.152657246
2020-01-16,0.1125443465301093,-0.1125443465301093,488152.4766797267,-488152.4766797267,4337423.351151005
2020-01-17,0.11358995499799447,-0.11358995499799447,492225.1127199598,-492225.1127199598,4333350.715110772
2020-01-20,0.0,0.0,0.0,0.0,5323753.016803987
2020-01-21,0.0,0.0,0.0,0.0,5323753.016803987
2020-01-22,0.0,0.0,0.0,0.0,5323753.016803987
2020-01-23,0.0,0.0,0.0,0.0,5323753.016803987
2020-01-24,0.12872536994236453,0.12872536994236453,685302.0765698724,685302.0765698724,5323753.016803987
2020-01-27,0.12620478709579017,0.12620478709579017,669944.9764903764,669944.9764903764,5308395.916724492
2020-01-28,0.12130797999681604,0.12130797999681604,640362.1531376758,640362.1531376758,5278813.093371791
2020-01-29,0.11880896266992788,0.11880896266992788,625391.6815521837,625391.6815521837,5263842.621786299
2020-01-30,0.11914351381916463,0.11914351381916463,627390.9000697827,627390.9000697827,5265841.840303898
2020-01-31,0.11836066443707206,0.11836066443707206,622715.1093415403,622715.1093415403,5261166.049575656
2020-02-03,0.11739006716473546,0.11739006716473546,616929.4579149534,616929.4579149534,5255380.3981490685
2020-02-04,0.11666884001446792,0.11666884001446792,612638.5156275885,612638.5156275885,5251089.4558617035
2020-02-05,0.11688385577293015,0.11688385577293015,613917.0190152639,613917.0190152639,5252367.959249379
2020-02-06,0.11400294244115168,0.11400294244115168,596838.387942945,596838.387942945,5235289.32817706
2020-02-07,0.11549324271807132,0.11549324271807132,605659.296399894,605659.296399894,5244110.2366340095
2020-02-10,0.11688638362480148,0.11688638362480148,613932.0535566055,613932.0535566055,5252382.993790721
2020-02-11,0.11720472016001905,0.11720472016001905,615826.0661799875,615826.0661799875,5254277.006414102
2020-02-12,0.11766617206409347,0.11766617206409347,618574.001317889,618574.001317889,5257024.941552004
2020-02-13,0.11791259029869204,0.11791259029869204,620042.5936490919,620042.5936490919,5258493.5338832075
2020-02-14,0.11961648286325759,0.11961648286325759,630219.8719133872,630219.8719133872,5268670.812147503
2020-02-17,0.11954312833921948,0.11954312833921948,629780.9170341897,629780.9170341897,5268231.8572683055
2020-02-18,0.11928479953700696,0.11928479953700696,628235.6547010875,628235.6547010875,5266686.594935203
2020-02-19,0.11865295120174123,0.11865295120174123,624459.9035234853,624459.9035234853,5262910.8437576005
2020-02-20,0.1177920809193459,0.1177920809193459,619324.2847580038,619324.2847580038,5257775.224992119
2020-02-21,0.11676143595825814,0.11676143595825814,613189.0232751117,613189.0232751117,5251639.963509227
2020-02-24,0.11603015121097933,0.11603015121097933,608844.4811973755,608844.4811973755,5247295.421431491
2020-02-25,0.11597216791604834,0.11597216791604834,608500.3116283091,608500.3116283091,5246951.251862424
2020-02-26,0.11624663214581149,0.11624663214581149,610129.8391484631,610129.8391484631,5248580.779382578
2020-02-27,0.11628867070669054,0.11628867070669054,610379.5165887186,610379.5165887186,5248830.456822834
2020-02-28,0.115660782545603,0.115660782545603,606652.8035374966,606652.8035374966,5245103.743771612
2020-03-02,0.11639941500490361,0.11639941500490361,611037.3681737575,611037.3681737575,5249488.308407873
2020-03-03,0.1170091891171167,0.1170091891171167,614662.5498102818,614662.5498102818,5253113.490044397
2020-03-04,0.11687729724990334,0.11687729724990334,613878.01223161,613878.01223161,5252328.952465725
2020-03-05,0.11633923888508796,0.11633923888508796,610679.885018096,610679.885018096,5249130.825252212
2020-03-06,0.11679104519401945,0.11679104519401945,613365.0824567662,613365.0824567662,5251816.022690881
2020-03-09,0.11694625175815425,0.11694625175815425,614288.1478103449,614288.1478103449,5252739.08804446
2020-03-10,0.11575516793365169,0.11575516793365169,607212.6724044196,607212.6724044196,5245663.612638535
2020-03-11,0.11569951411773845,0.11569951411773845,606882.5344007643,606882.5344007643,5245333.474634879
2020-03-12,0.11591416460898554,0.11591416460898554,608156.0684423852,608156.0684423852,5246607.008676501
2020-03-13,0.11517860932240638,0.11517860932240638,603794.5446789508,603794.5446789508,5242245.484913066
2020-03-16,0.11533347911977627,0.11533347911977627,604712.2526252219,604712.2526252219,5243163.192859337
2020-03-17,0.11415128141531714,0.11415128141531714,597715.0584535057,597715.0584535057,5236165.998687621
2020-03-18,0.11523667712195582,0.11523667712195582,604138.5978874593,604138.5978874593,5242589.538121575
2020-03-19,0.0,0.0,0.0,0.0,5248651.224532681
2020-03-20,0.0,0.0,0.0,0.0,5248651.224532681
2020-03-23,0.0,0.0,0.0,0.0,5248651.224532681
2020-03-24,0.1316193876338742,0.1316193876338742,690824.2600767754,690824.2600767754,5248651.224532681
2020-03-25,0.1305656612977489,0.1305656612977489,684463.0643219798,684463.0643219798,5242290.028777885
2020-03-26,0.13029909866830885,0.13029909866830885,682856.306628365,682856.306628365,5240683.27108427
2020-03-27,0.12933021331551942,0.12933021331551942,677024.4501224699,677024.4501224699,5234851.414578375
2020-03-30,0.1299751284686797,0.1299751284686797,680904.8391921087,680904.8391921087,5238731.803648014
2020-03-31,0.13179269578525837,0.13179269578525837,691871.9753362165,691871.9753362165,5249698.939792122
2020-04-01,0.13071936589397412,0.13071936589397412,685389.996362744,685389.996362744,5243216.960818649
2020-04-02,0.12995994770869554,0.12995994770869554,680813.4319862875,680813.4319862875,5238640.396442193
2020-04-03,0.1301730740488639,0.1301730740488639,682097.011767324,682097.011767324,5239923.976223229
2020-04-06,0.13163943164841832,0.13163943164841832,690945.4125626388,690945.4125626388,5248772.377018544
2020-04-07,0.1305256110550598,0.1305256110550598,684221.5908633377,684221.5908633377,5242048.555319243
2020-04-08,0.13075187977476857,0.13075187977476857,685586.1168112982,685586.1168112982,5243413.081267203
2020-04-09,0.0,0.0,0.0,0.0,5253475.467352877
2020-04-10,0.0,0.0,0.0,0.0,5253475.467352877
2020-04-13,0.0,0.0,0.0,0.0,5253475.467352877
2020-04-14,0.0,0.0,0.0,0.0,5253475.467352877
2020-04-15,0.0,0.0,0.0,0.0,5253475.467352877
2020-04-16,0.0,0.0,0.0,0.0,5253475.467352877
2020-04-17,0.0,0.0,0.0,0.0,5253475.467352877
2020-04-20,0.13327452742821752,0.13327452742821752,700154.460267189,700154.460267189,5253475.467352877
2020-04-21,0.1337515385025185,0.1337515385025185,703047.3554212695,703047.3554212695,5256368.362506958
2020-04-22,0.13321712499571745,0.13321712499571745,699806.5504507842,699806.5504507842,5253127.557536473
2020-04-23,0.13439882043448056,0.13439882043448056,706977.9788412787,706977.9788412787,5260298.985926967
2020-04-24,0.13381580475555893,0.13381580475555893,703437.3499525865,703437.3499525865,5256758.357038274
2020-04-27,0.1332265886711711,0.1332265886711711,699863.9055722858,699863.9055722858,5253184.912657974
2020-04-28,0.1337272900798948,0.1337272900798948,702900.2208756926,702900.2208756926,5256221.227961381
2020-04-29,0.13443591751247463,0.13443591751247463,707203.4291871298,707203.4291871298,5260524.436272819
2020-04-30,0.0,0.0,0.0,0.0,5263064.165010699
2020-05-01,0.0,0.0,0.0,0.0,5263064.165010699
2020-05-04,0.0,0.0,0.0,0.0,5263064.165010699
2020-05-05,0.0,0.0,0.0,0.0,5263064.165010699
2020-05-06,0.0,0.0,0.0,0.0,5263064.165010699
2020-05-07,0.1525626914490028,0.1525626914490028,802947.2342828308,802947.2342828308,5263064.165010699
2020-05-08,0.15302489468743039,0.15302489468743039,805819.343847636,805819.343847636,5265936.2745755045
2020-05-11,0.15219043076334618,0.15219043076334618,800636.3003823257,800636.3003823257,5260753.231110194
2020-05-12,0.1508711791805414,0.1508711791805414,792462.9150764429,792462.9150764429,5252579.845804311
2020-05-13,0.15160421330487237,0.15160421330487237,797001.2689062589,797001.2689062589,5257118.199634127
2020-05-14,0.1518530240758331,0.1518530240758331,798543.4870234163,798543.4870234163,5258660.417751284
2020-05-15,0.15122149461296677,0.15122149461296677,794630.8066622372,794630.8066622372,5254747.737390106
2020-05-18,0.1527176476159613,0.1527176476159613,803909.7755740213,803909.7755740213,5264026.706301889
2020-05-19,0.1522620601921375,0.1522620601921375,801080.8065572432,801080.8065572432,5261197.737285111
2020-05-20,0.1522952183919231,0.1522952183919231,801286.5997171609,801286.5997171609,5261403.530445029
2020-05-21,0.152573162980813,0.152573162980813,803012.2692114117,803012.2692114117,5263129.19993928
2020-05-22,0.15193331067671975,0.15193331067671975,799041.3251951942,799041.3251951942,5259158.255923063
2020-05-25,0.1524195937606915,0.1524195937606915,802058.6668856813,802058.6668856813,5262175.59761355
2020-05-26,0.15186908664354642,0.15186908664354642,798643.0796543551,798643.0796543551,5258760.010382224
2020-05-27,0.15144540459387112,0.15144540459387112,796017.3885886165,796017.3885886165,5256134.319316485
2020-05-28,0.0,0.0,0.0,0.0,5264859.286851019
2020-05-29,0.0,0.0,0.0,0.0,5264859.286851019
2020-06-01,0.1828343203694488,0.1828343203694488,962596.9695521869,962596.9695521869,5264859.286851019
2020-06-02,0.18476766444018894,0.18476766444018894,975082.716303786,975082.716303786,5277345.033602618
2020-06-03,0.1154288212343536,-0.1154288212343536,611476.7529370609,-611476.7529370609,5297435.6525359275
2020-06-04,0.11501221697278773,-0.11501221697278773,609497.4613789744,-609497.4613789744,5299414.944094013
2020-06-05,0.0,0.0,0.0,0.0,6531739.6434924295
2020-06-08,0.0,0.0,0.0,0.0,6531739.6434924295
2020-06-09,0.0,0.0,0.0,0.0,6531739.6434924295
2020-06-10,0.0,0.0,0.0,0.0,6531739.6434924295
2020-06-11,0.1345403388640173,0.1345403388640173,878782.465007007,878782.465007007,6531739.6434924295
2020-06-12,0.13508112348114878,0.13508112348114878,882866.3905845424,882866.3905845424,6535823.569069965
2020-06-15,0.13557211783525897,0.13557211783525897,886578.7332080097,886578.7332080097,6539535.911693432
2020-06-16,0.13417714920652085,0.13417714920652085,876042.5739521544,876042.5739521544,6528999.752437577
2020-06-17,0.1348283057879895,0.1348283057879895,880956.5132172144,880956.5132172144,6533913.691702637
2020-06-18,0.0,0.0,0.0,0.0,6548499.735775193
2020-06-19,0.0,0.0,0.0,0.0,6548499.735775193
2020-06-22,0.0,0.0,0.0,0.0,6548499.735775193
2020-06-23,0.0,0.0,0.0,0.0,6548499.735775193
2020-06-24,0.0,0.0,0.0,0.0,6548499.735775193
2020-06-25,0.0,0.0,0.0,0.0,6548499.735775193
2020-06-26,0.0,0.0,0.0,0.0,6548499.735775193
2020-06-29,0.0,0.0,0.0,0.0,6548499.735775193
2020-06-30,0.0,0.0,0.0,0.0,6548499.735775193
2020-07-01,0.0,0.0,0.0,0.0,6548499.735775193
2020-07-02,0.15587777837579786,-0.15587777837579786,1020765.5905071364,-1020765.5905071364,6548499.735775193
2020-07-03,0.15429601155041303,-0.15429601155041303,1011791.9827544962,-1011791.9827544962,6557473.343527834
2020-07-06,0.15513533224723486,-0.15513533224723486,1016556.6392777911,-1016556.6392777911,6552708.687004538
2020-07-07,0.1555939979096886,-0.1555939979096886,1019157.4683546363,-1019157.4683546363,6550107.857927693
2020-07-08,0.15434961292494048,-0.15434961292494048,1012096.4742020653,-1012096.4742020653,6557168.852080265
2020-07-09,0.1546027060867788,-0.1546027060867788,1013533.8297432674,-1013533.8297432674,6555731.496539063
2020-07-10,0.1563452798389516,-0.1563452798389516,1023413.0983590847,-1023413.0983590847,6545852.227923245
2020-07-13,0.15587777078266124,-0.15587777078266124,1020765.5474890472,-1020765.5474890472,6548499.778793283
2020-07-14,0.0,0.0,0.0,0.0,8603754.647844847
2020-07-15,0.0,0.0,0.0,0.0,8603754.647844847
2020-07-16,0.0,0.0,0.0,0.0,8603754.647844847
2020-07-17,0.0,0.0,0.0,0.0,8603754.647844847
2020-07-20,0.0,0.0,0.0,0.0,8603754.647844847
2020-07-21,0.14829569561307587,0.14829569561307587,1275899.7803863862,1275899.7803863862,8603754.647844847
2020-07-22,0.14667059180077377,0.14667059180077377,1259514.5552388893,1259514.5552388893,8587369.42269735
2020-07-23,0.14715392724567833,0.14715392724567833,1264381.2951502015,1264381.2951502015,8592236.162608663
2020-07-24,0.14662989312604532,0.14662989312604532,1259105.0089563418,1259105.0089563418,8586959.876414802
2020-07-27,0.1440810598825439,0.1440810598825439,1233533.9790751531,1233533.9790751531,8561388.846533613
2020-07-28,0.14485709802364036,0.14485709802364036,1241303.3989818294,1241303.3989818294,8569158.266440291
2020-07-29,0.1451272221508425,0.1451272221508425,1244011.095913533,1244011.095913533,8571865.963371994
2020-07-30,0.1444201203208251,0.1444201203208251,1236926.7987563382,1236926.7987563382,8564781.6662148
2020-07-31,0.14312329869138232,0.14312329869138232,1223964.6139994883,1223964.6139994883,8551819.481457949
